network,geoname_id,latitude,longitude,accuracy_radius
1.156.72.0/23,2178354,-32.699,151.5363,100
1.156.74.0/24,2171845,-32.8324,151.3505,100
1.156.75.0/24,2152659,-31.4479,152.9032,200
1.156.76.0/22,9972666,-33.9588,150.8542,200
1.156.80.0/23,2178174,-36.0764,146.9155,5
1.156.82.0/23,2152659,-31.4479,152.9032,100
1.156.84.0/23,2205629,-32.9264,151.7133,50
1.156.86.0/23,2160922,-32.8167,151.4811,10
1.156.88.0/23,2160413,-34.5479,146.3993,200
1.156.90.0/23,2178174,-36.0764,146.9155,10
1.156.92.0/22,2177766,-30.8965,153.0672,50
1.156.96.0/23,2155472,-32.9237,151.7845,50
1.156.98.0/23,2169956,-34.0543,151.1528,10
1.156.100.0/22,2172349,-32.9412,151.6597,20
1.156.104.0/21,2077456,-33.494,143.2104,1000
1.156.112.0/20,2077456,-33.494,143.2104,1000
1.156.128.0/22,2178208,-27.3538,152.9673,100
1.156.132.0/24,2178208,-27.3538,152.9673,100
1.156.133.0/26,2173777,-27.6618,153.053,100
1.156.133.64/28,2167426,-23.529,148.1601,100
1.156.133.80/28,2178208,-27.3538,152.9673,100
1.156.133.96/27,2164601,-27.7161,152.9654,100
1.156.133.128/26,6943562,-27.2225,153.0136,100
1.156.133.192/27,2162276,-27.8312,153.0274,100
1.156.133.224/27,2178208,-27.3538,152.9673,100
1.156.134.0/26,2178208,-27.3538,152.9673,100
1.156.134.64/27,2174003,-27.6203,152.9639,100
1.156.134.96/27,2178208,-27.3538,152.9673,100
1.156.134.128/26,2178208,-27.3538,152.9673,100
1.156.134.192/26,2153773,-27.705,153.0616,100
1.156.135.0/24,2178208,-27.3538,152.9673,100
1.156.136.0/21,2162644,-27.6196,152.7601,200
1.156.144.0/22,2143069,-27.6287,153.1064,100
1.156.148.0/23,2143069,-27.6287,153.1064,100
1.156.150.0/24,2143069,-27.6287,153.1064,100
1.156.151.0/27,2144444,-27.709,153.151,100
1.156.151.32/27,2143069,-27.6287,153.1064,100
1.156.151.64/26,2146782,-27.5623,153.2661,100
1.156.151.128/25,2143069,-27.6287,153.1064,100
1.156.152.0/21,2174003,-27.6203,152.9639,50
1.156.160.0/22,2145155,-27.3803,153.0625,100
1.156.164.0/23,2145155,-27.3803,153.0625,100
1.156.166.0/24,2145155,-27.3803,153.0625,100
1.156.167.0/25,2145155,-27.3803,153.0625,100
1.156.167.128/26,2164129,-26.1846,152.6665,100
1.156.167.192/26,2145155,-27.3803,153.0625,100
1.156.168.0/23,2174003,-27.6203,152.9639,100
1.156.170.0/25,2174003,-27.6203,152.9639,100
1.156.170.128/27,2178208,-27.3538,152.9673,100
1.156.170.160/27,2174003,-27.6203,152.9639,100
1.156.170.192/26,2174003,-27.6203,152.9639,100
1.156.171.0/24,2174003,-27.6203,152.9639,100
1.156.172.0/22,2174003,-27.6203,152.9639,100
1.156.176.0/21,2174003,-27.4732,153.0215,100
1.156.184.0/21,2153773,-27.705,153.0616,100
1.156.192.0/24,2177546,-27.3656,153.0172,100
1.156.193.0/26,2159729,-27.7787,153.1116,50
1.156.193.64/26,2150521,-27.3727,152.8866,20
1.156.193.128/25,2177546,-27.3656,153.0172,500
1.156.194.0/23,2174003,-27.6203,152.9639,100
1.156.196.0/22,2167651,-27.5796,153.0917,100
1.156.200.0/23,2151998,-27.6104,152.8711,100
1.156.202.0/24,2151998,-27.6104,152.8711,100
1.156.203.0/27,2143440,-27.7469,153.1921,100
1.156.203.32/27,2151998,-27.6104,152.8711,100
1.156.203.64/26,2151998,-27.6104,152.8711,100
1.156.203.128/25,2151998,-27.6104,152.8711,100
1.156.204.0/22,2151998,-27.6104,152.8711,100
1.156.208.0/22,2169360,-27.5669,152.953,100
1.156.212.0/24,2164601,-27.7161,152.9654,200
1.156.213.0/26,2173323,-24.8662,152.3479,200
1.156.213.64/28,6354957,-25.2894,152.8288,200
1.156.213.80/28,2159424,-27.4655,152.5705,200
1.156.213.96/27,2173323,-24.8662,152.3479,200
1.156.213.128/28,2173323,-24.8662,152.3479,200
1.156.213.144/28,2155787,-27.1857,152.9472,200
1.156.213.160/27,2173323,-24.8662,152.3479,200
1.156.213.192/26,2158562,-25.5293,152.6966,200
1.156.214.0/23,2154050,-27.55,152.9833,200
1.156.216.0/23,9957465,-27.5137,153.1692,100
1.156.218.0/25,9957465,-27.5137,153.1692,100
1.156.218.128/27,9957465,-27.5137,153.1692,100
1.156.218.160/27,6640072,-28.0839,152.8412,100
1.156.218.192/27,9957465,-27.5137,153.1692,100
1.156.218.224/27,2145214,-27.5876,153.2927,100
1.156.219.0/24,9957465,-27.5137,153.1692,100
1.156.220.0/22,9957465,-27.5137,153.1692,100
1.156.224.0/22,2164601,-27.7161,152.9654,50
1.156.228.0/25,2153168,-27.8244,153.3047,100
1.156.228.128/27,2153168,-27.8244,153.3047,100
1.156.228.160/27,8219779,-27.7835,153.3642,100
1.156.228.192/26,2207268,-26.6548,153.0861,100
1.156.229.0/25,2162644,-27.6196,152.7601,100
1.156.229.128/26,2164784,-23.4495,150.4581,10
1.156.229.192/26,2158562,-25.5293,152.6966,100
1.156.230.0/25,2174003,-27.6203,152.9639,100
1.156.230.128/26,2176495,-27.9885,153.0033,100
1.156.230.192/28,2174003,-27.6203,152.9639,100
1.156.230.208/29,2162276,-27.8312,153.0274,100
1.156.230.216/29,2174003,-27.6203,152.9639,100
1.156.230.224/27,2174003,-27.6203,152.9639,100
1.156.231.0/26,2174003,-27.6203,152.9639,100
1.156.231.64/29,2174003,-27.6203,152.9639,100
1.156.231.72/30,11670302,-26.6851,153.0654,100
1.156.231.76/30,2174003,-27.6203,152.9639,100
1.156.231.80/28,8348930,-28.0721,153.3952,100
1.156.231.96/27,2174003,-27.6203,152.9639,100
1.156.231.128/25,2174003,-27.6203,152.9639,100
1.156.232.0/21,2174003,-27.6203,152.9639,50
1.156.240.0/23,2164601,-27.7161,152.9654,200
1.156.242.0/26,2174740,-27.3519,153.0615,200
1.156.242.64/27,2165828,-27.5649,152.2789,200
1.156.242.96/27,2164601,-27.7161,152.9654,200
1.156.242.128/26,2159729,-27.7787,153.1116,200
1.156.242.192/27,2164601,-27.7161,152.9654,200
1.156.242.224/27,2145135,-27.5833,152.9333,200
1.156.243.0/24,2164601,-27.7161,152.9654,200
1.156.244.0/22,2164601,-27.7161,152.9654,200
1.156.248.0/24,8348876,-27.6051,153.096,100
1.156.249.0/26,8348876,-27.6051,153.096,100
1.156.249.64/26,2174003,-27.6203,152.9639,100
1.156.249.128/25,8348876,-27.6051,153.096,100
1.156.250.0/23,8348876,-27.6051,153.096,100
1.156.252.0/22,8348876,-27.6051,153.096,100
1.157.0.0/21,2172517,-35.2747,149.1353,20
1.157.8.0/23,2164225,-35.1828,149.1371,20
1.157.10.0/24,2172517,-35.2747,149.1353,10
1.157.11.0/24,2162255,-36.4229,148.6178,100
1.157.12.0/24,8349191,-35.3981,149.0919,10
1.157.13.0/25,2172517,-35.3126,149.1278,10
1.157.13.128/25,2170577,-36.2621,149.1063,100
1.157.14.0/23,2172517,-35.2747,149.1353,10
1.157.16.0/20,2172517,-35.2747,149.1353,20
1.157.32.0/21,2172517,-35.2747,149.1353,10
1.157.40.0/24,2173248,-35.2586,149.4463,20
1.157.41.0/24,2164225,-35.1828,149.1371,20
1.157.42.0/24,2164837,-34.7464,149.7184,20
1.157.43.0/24,8349353,-35.2028,149.1074,20
1.157.44.0/22,8349299,-35.3149,149.1448,20
1.157.48.0/20,2077456,-33.494,143.2104,1000
1.157.64.0/18,2077456,-33.494,143.2104,1000
1.157.128.0/21,2156813,-33.8324,151.2295,50
1.157.136.0/22,2208290,-33.8933,151.2642,50
1.157.140.0/25,2208290,-33.8933,151.2642,50
1.157.140.128/26,2142871,-33.4951,151.3205,50
1.157.140.192/26,2208290,-33.8933,151.2642,50
1.157.141.0/24,2208290,-33.8933,151.2642,50
1.157.142.0/27,2208290,-33.8933,151.2642,50
1.157.142.32/29,2208290,-33.8933,151.2642,50
1.157.142.40/30,2208290,-33.8933,151.2642,50
1.157.142.44/31,2208290,-33.8933,151.2642,50
1.157.142.46/32,10103780,-33.4126,151.2211,50
1.157.142.47/32,2208290,-33.8933,151.2642,50
1.157.142.48/28,2208290,-33.8933,151.2642,50
1.157.142.64/26,2208290,-33.8933,151.2642,50
1.157.142.128/25,2208290,-33.8933,151.2642,50
1.157.143.0/24,2208290,-33.8933,151.2642,50
1.157.144.0/24,2147714,-33.8591,151.2002,100
1.157.145.0/25,2166893,-34.9927,150.592,100
1.157.145.128/25,2156813,-33.8324,151.2295,100
1.157.146.0/23,2208290,-33.8933,151.2642,100
1.157.148.0/22,2207748,-33.8829,151.2577,100
1.157.152.0/21,2147714,-33.8591,151.2002,50
1.157.160.0/23,2208290,-33.8933,151.2642,50
1.157.162.0/24,2208290,-33.8933,151.2642,50
1.157.163.0/26,2208290,-33.8933,151.2642,50
1.157.163.64/26,2172303,-33.7754,151.0414,50
1.157.163.128/26,8629873,-33.7525,151.0615,50
1.157.163.192/26,2142871,-33.4951,151.3205,50
1.157.164.0/22,2208290,-33.8933,151.2642,50
1.157.168.0/21,2207748,-33.8829,151.2577,50
1.157.176.0/24,2207880,-33.834,151.2189,50
1.157.177.0/26,2207880,-33.834,151.2189,50
1.157.177.64/26,2207748,-33.8829,151.2577,50
1.157.177.128/26,2153483,-33.7494,151.031,50
1.157.177.192/27,2207880,-33.834,151.2189,50
1.157.177.224/27,2161392,-33.4694,151.3966,50
1.157.178.0/23,2207880,-33.834,151.2189,50
1.157.180.0/22,2207880,-33.834,151.2189,50
1.157.184.0/21,2207879,-33.8286,151.2259,50
1.157.192.0/21,2156813,-33.8324,151.2295,50
1.157.200.0/21,2155400,-33.8869,151.2425,50
1.157.208.0/21,2208290,-33.8933,151.2642,50
1.157.216.0/21,2147714,-33.8591,151.2002,50
1.157.224.0/21,2156813,-33.8324,151.2295,50
1.157.232.0/23,2156813,-33.8324,151.2295,50
1.157.234.0/24,2156813,-33.8324,151.2295,50
1.157.235.0/25,2156813,-33.8324,151.2295,50
1.157.235.128/26,2156813,-33.8324,151.2295,50
1.157.235.192/27,2147023,-33.443,151.4321,50
1.157.235.224/27,2156813,-33.8324,151.2295,50
1.157.236.0/22,2156813,-33.8324,151.2295,50
1.157.240.0/23,2207748,-33.8829,151.2577,50
1.157.242.0/24,2169314,-33.7407,151.1954,20
1.157.243.0/26,2207748,-33.8829,151.2577,1
1.157.243.64/26,2146845,-34.3162,150.9189,1
1.157.243.128/25,2176081,-33.6242,151.1468,100
1.157.244.0/22,2156813,-33.8324,151.2295,50
1.157.248.0/21,2147714,-33.8591,151.2002,200
1.158.0.0/24,2207879,-33.8286,151.2259,200
1.158.1.0/24,2156049,-28.3319,153.382,500
1.158.2.0/23,2165450,-33.8789,151.1872,200
1.158.4.0/22,2163256,-33.8645,151.0826,200
1.158.8.0/22,2177052,-33.8582,151.1795,100
1.158.12.0/24,2143244,-28.8225,153.4187,500
1.158.13.0/24,2207762,-33.8731,151.162,100
1.158.14.0/23,2177052,-33.8582,151.1795,200
1.158.16.0/22,2207880,-33.834,151.2189,100
1.158.20.0/24,2153778,-33.1358,148.1765,200
1.158.21.0/24,8348418,-32.9333,151.7333,200
1.158.22.0/23,2147714,-33.8591,151.2002,200
1.158.24.0/22,2147714,-33.8591,151.2002,100
1.158.28.0/27,2171707,-33.8061,151.1761,100
1.158.28.32/27,2147714,-33.8591,151.2002,100
1.158.28.64/26,2147714,-33.8591,151.2002,100
1.158.28.128/26,8219828,-33.9092,150.6106,100
1.158.28.192/26,2144890,-32.9036,151.6723,100
1.158.29.0/24,2147714,-33.8591,151.2002,100
1.158.30.0/23,2147714,-33.8591,151.2002,100
1.158.32.0/21,2207762,-33.8731,151.162,200
1.158.40.0/22,2207879,-33.8286,151.2259,200
1.158.44.0/24,2207879,-33.8286,151.2259,200
1.158.45.0/29,2207879,-33.8286,151.2259,200
1.158.45.8/29,2158082,-32.9424,151.7508,200
1.158.45.16/28,2207879,-33.8286,151.2259,200
1.158.45.32/27,2207879,-33.8286,151.2259,200
1.158.45.64/26,2207879,-33.8286,151.2259,200
1.158.45.128/25,2160114,-33.7783,151.166,200
1.158.46.0/26,2207879,-33.8286,151.2259,200
1.158.46.64/27,2207879,-33.8286,151.2259,200
1.158.46.96/27,8348574,-33.9044,151.056,200
1.158.46.128/25,2207879,-33.8286,151.2259,200
1.158.47.0/24,2207879,-33.8286,151.2259,200
1.158.48.0/22,2177052,-33.8582,151.1795,200
1.158.52.0/23,2177052,-33.8582,151.1795,200
1.158.54.0/24,2177052,-33.8582,151.1795,200
1.158.55.0/25,2168305,-32.2536,148.6149,200
1.158.55.128/25,2177052,-33.8582,151.1795,200
1.158.56.0/24,2177854,-33.8819,151.1706,200
1.158.57.0/26,2152820,-33.4391,151.3215,200
1.158.57.64/28,2177854,-33.8819,151.1706,200
1.158.57.80/29,2167699,-33.373,149.5458,200
1.158.57.88/29,2177854,-33.8819,151.1706,200
1.158.57.96/27,2177854,-33.8819,151.1706,200
1.158.57.128/25,2153170,-28.9033,153.492,200
1.158.58.0/26,2145461,-27.8713,153.2935,200
1.158.58.64/26,2144571,-33.7286,151.1226,200
1.158.58.128/25,2144571,-33.7286,151.1226,200
1.158.59.0/25,2144890,-32.9036,151.6723,200
1.158.59.128/25,2207754,-33.8806,151.1977,200
1.158.60.0/23,2147714,-33.8591,151.2002,200
1.158.62.0/26,2147714,-33.8591,151.2002,200
1.158.62.64/26,7281840,-33.8016,151.0088,200
1.158.62.128/25,2147714,-33.8591,151.2002,200
1.158.63.0/25,2147714,-33.8591,151.2002,200
1.158.63.128/26,2147714,-33.8591,151.2002,200
1.158.63.192/26,2207754,-33.8806,151.1977,200
1.158.64.0/22,7302642,-33.7907,150.6777,200
1.158.68.0/23,2177052,-33.8582,151.1795,200
1.158.70.0/24,2176934,-28.2361,153.5419,500
1.158.71.0/24,2152339,-33.8681,151.1967,200
1.158.72.0/21,2147714,-33.8591,151.2002,200
1.158.80.0/25,2147714,-33.8591,151.2002,200
1.158.80.128/26,2147714,-33.8591,151.2002,200
1.158.80.192/26,8310786,-33.887,150.6059,200
1.158.81.0/25,2176632,-33.4188,149.5762,200
1.158.81.128/25,2147714,-33.8591,151.2002,200
1.158.82.0/23,2147714,-33.8591,151.2002,200
1.158.84.0/24,2147042,-28.2375,153.5034,500
1.158.85.0/24,2152033,-32.7331,151.6124,200
1.158.86.0/23,2207754,-33.8806,151.1977,100
1.158.88.0/21,2147714,-33.8591,151.2002,200
1.158.96.0/21,2177052,-33.8582,151.1795,200
1.158.104.0/24,2177052,-33.8582,151.1795,200
1.158.105.0/27,2177052,-33.8582,151.1795,200
1.158.105.32/27,2157995,-33.8426,150.9987,200
1.158.105.64/26,2177052,-33.8582,151.1795,200
1.158.105.128/25,2177052,-33.8582,151.1795,200
1.158.106.0/24,2177052,-33.8582,151.1795,100
1.158.107.0/24,8310752,-28.5137,153.5399,500
1.158.108.0/24,2177052,-33.8582,151.1795,100
1.158.109.0/27,2176096,-32.8037,151.6482,100
1.158.109.32/27,2177052,-33.8582,151.1795,100
1.158.109.64/26,2177052,-33.8582,151.1795,100
1.158.109.128/25,2177052,-33.8582,151.1795,100
1.158.110.0/25,2177052,-33.8582,151.1795,100
1.158.110.128/25,8219828,-33.9092,150.6106,100
1.158.111.0/24,2177052,-33.8582,151.1795,100
1.158.112.0/21,8015348,-33.8637,151.1707,200
1.158.120.0/21,2077456,-33.494,143.2104,1000
1.158.128.0/21,2078025,-34.9274,138.6005,100
1.158.136.0/21,2072096,-34.7192,138.6703,100
1.158.144.0/21,2078025,-34.9274,138.6005,200
1.158.152.0/21,2078025,-34.928,138.601,50
1.158.160.0/22,2062013,-34.7644,138.6419,50
1.158.164.0/26,2063056,-32.4957,137.7768,200
1.158.164.64/27,2063056,-32.4957,137.7768,200
1.158.164.96/29,2063056,-32.4957,137.7768,200
1.158.164.104/30,2063056,-32.4957,137.7768,200
1.158.164.108/32,2063056,-32.4957,137.7768,200
1.158.164.109/32,2078025,-34.9803,138.5688,200
1.158.164.110/31,2063056,-32.4957,137.7768,200
1.158.164.112/28,2063056,-32.4957,137.7768,200
1.158.164.128/25,2063056,-32.4957,137.7768,200
1.158.165.0/24,2057897,-34.8781,138.5401,100
1.158.166.0/23,2062013,-34.7644,138.6419,100
1.158.168.0/22,8349396,-34.742,138.6014,100
1.158.172.0/24,8349396,-34.742,138.6014,100
1.158.173.0/25,8349396,-34.742,138.6014,100
1.158.173.128/26,8349396,-34.742,138.6014,100
1.158.173.192/27,8349396,-34.742,138.6014,100
1.158.173.224/29,8349396,-34.742,138.6014,100
1.158.173.232/32,2068483,-33.2745,136.6972,100
1.158.173.233/32,8349396,-34.742,138.6014,100
1.158.173.234/31,8349396,-34.742,138.6014,100
1.158.173.236/30,8349396,-34.742,138.6014,100
1.158.173.240/28,8349396,-34.742,138.6014,100
1.158.174.0/23,8349396,-34.742,138.6014,100
1.158.176.0/24,2062013,-34.7644,138.6419,100
1.158.177.0/26,6943474,-34.8711,138.7027,100
1.158.177.64/26,2062013,-34.7644,138.6419,100
1.158.177.128/25,2062013,-34.7644,138.6419,100
1.158.178.0/23,2062013,-34.7644,138.6419,100
1.158.180.0/24,2062013,-34.7644,138.6419,100
1.158.181.0/25,2062013,-34.7644,138.6419,100
1.158.181.128/27,2062013,-34.7644,138.6419,100
1.158.181.160/27,2072096,-34.7009,138.678,100
1.158.181.192/26,2062013,-34.7644,138.6419,100
1.158.182.0/24,2062013,-34.7644,138.6419,100
1.158.183.0/26,2062459,-35.0981,138.5253,100
1.158.183.64/26,2062013,-34.7644,138.6419,100
1.158.183.128/25,2062013,-34.7644,138.6419,100
1.158.184.0/23,2076378,-35.0204,138.6162,100
1.158.186.0/24,2078025,-34.928,138.601,50
1.158.187.0/24,2060774,-34.57,139.5959,200
1.158.188.0/24,2174615,-36.313,140.7695,200
1.158.189.0/24,2078025,-34.9274,138.6005,100
1.158.190.0/23,2070711,-34.7832,138.7103,50
1.158.192.0/23,2061769,-35.1856,138.4774,200
1.158.194.0/24,2078025,-34.9274,138.6005,20
1.158.195.0/24,2061418,-34.6826,138.6867,50
1.158.196.0/22,2078025,-34.9274,138.6005,100
1.158.200.0/21,2058823,-34.9444,138.5926,50
1.158.208.0/23,2063030,-33.178,138.009,100
1.158.210.0/23,2068856,-33.9635,137.7169,100
1.158.212.0/22,2063030,-33.178,138.009,200
1.158.216.0/21,2065740,-35.1206,138.5266,20
1.158.224.0/19,2077456,-33.494,143.2104,1000
1.159.0.0/23,7932612,-37.8561,145.0946,50
1.159.2.0/28,2158177,-37.8071,144.9516,50
1.159.2.16/28,7932612,-37.8561,145.0946,50
1.159.2.32/27,7932612,-37.8561,145.0946,50
1.159.2.64/26,2149532,-37.8302,145.4333,50
1.159.2.128/25,7932612,-37.8561,145.0946,50
1.159.3.0/24,7932612,-37.8561,145.0946,50
1.159.4.0/22,7932612,-37.8561,145.0946,50
1.159.8.0/26,7521471,-37.8183,144.9445,50
1.159.8.64/28,2170089,-37.5891,144.9189,50
1.159.8.80/28,7521471,-37.8183,144.9445,50
1.159.8.96/27,7932622,-37.8495,145.1156,50
1.159.8.128/26,2159053,-37.0224,145.9535,50
1.159.8.192/26,7281807,-37.8676,144.6928,50
1.159.9.0/24,7521471,-37.8183,144.9445,50
1.159.10.0/25,2158177,-37.8071,144.9516,20
1.159.10.128/25,2147914,-37.5757,144.7194,50
1.159.11.0/24,2147717,-37.7001,144.7656,50
1.159.12.0/22,2170089,-37.5891,144.9189,50
1.159.16.0/23,2176122,-37.9212,145.0662,50
1.159.18.0/25,2150660,-37.8634,144.9825,100
1.159.18.128/26,2176031,-38.0414,145.3419,200
1.159.18.192/26,2147357,-37.8444,144.6725,50
1.159.19.0/24,2173734,-37.763,144.9431,50
1.159.20.0/23,7932612,-37.8561,145.0946,50
1.159.22.0/27,7932612,-37.8561,145.0946,50
1.159.22.32/28,7932612,-37.8561,145.0946,50
1.159.22.48/28,2149128,-38.2286,145.1771,50
1.159.22.64/26,2159318,-38.05,145.25,50
1.159.22.128/25,7932612,-37.8561,145.0946,50
1.159.23.0/24,7932612,-37.8561,145.0946,50
1.159.24.0/21,7281805,-37.734,144.7378,50
1.159.32.0/23,2158952,-37.8575,145.0346,50
1.159.34.0/25,2147717,-37.7001,144.7656,50
1.159.34.128/26,7932624,-37.8207,145.1509,20
1.159.34.192/26,2143103,-37.3601,144.5293,50
1.159.35.0/24,2170089,-37.5891,144.9189,50
1.159.36.0/22,2158177,-37.8159,144.9669,50
1.159.40.0/24,2158177,-37.7991,144.9489,50
1.159.41.0/27,2158177,-37.7991,144.9489,50
1.159.41.32/28,2158177,-37.7991,144.9489,50
1.159.41.48/28,2142506,-38.2063,146.0647,50
1.159.41.64/27,2147914,-37.5757,144.7194,50
1.159.41.96/27,2170079,-38.1024,145.2778,50
1.159.41.128/27,2164495,-37.6366,144.8919,50
1.159.41.160/27,2153952,-38.071,145.4759,50
1.159.41.192/26,2162659,-38.0976,144.0496,50
1.159.42.0/23,2158177,-37.7991,144.9489,50
1.159.44.0/22,2158177,-37.7991,144.9489,50
1.159.48.0/21,2176122,-37.9212,145.0662,50
1.159.56.0/21,2158177,-37.8159,144.9669,50
1.159.64.0/22,2177571,-37.867,145.0811,20
1.159.68.0/24,2177571,-37.867,145.0811,20
1.159.69.0/26,2147357,-37.8444,144.6725,20
1.159.69.64/27,2152815,-38.2793,144.6134,20
1.159.69.96/27,2170089,-37.5891,144.9189,20
1.159.69.128/26,2177571,-37.867,145.0811,20
1.159.69.192/27,2177571,-37.867,145.0811,20
1.159.69.224/27,2146218,-38.3204,144.3257,20
1.159.70.0/23,2177571,-37.867,145.0811,20
1.159.72.0/21,2170089,-37.5891,144.9189,50
1.159.80.0/27,7281805,-37.734,144.7378,50
1.159.80.32/27,2170089,-37.5891,144.9189,50
1.159.80.64/26,2170089,-37.5891,144.9189,50
1.159.80.128/25,7281805,-37.734,144.7378,50
1.159.81.0/24,7281805,-37.734,144.7378,50
1.159.82.0/23,7281805,-37.734,144.7378,50
1.159.84.0/23,7281805,-37.734,144.7378,50
1.159.86.0/24,2152819,-37.8974,144.7444,50
1.159.87.0/26,2170089,-37.5891,144.9189,5
1.159.87.64/26,2176566,-37.846,145.265,20
1.159.87.128/25,2151576,-37.8249,145.2134,50
1.159.88.0/21,2149975,-38.1098,145.1367,50
1.159.96.0/25,2149128,-38.2286,145.1771,50
1.159.96.128/25,2170089,-37.5891,144.9189,100
1.159.97.0/24,7281807,-37.8676,144.6928,20
1.159.98.0/24,2170089,-37.5891,144.9189,50
1.159.99.0/25,2170089,-37.5891,144.9189,50
1.159.99.128/27,7932643,-37.8939,145.0251,50
1.159.99.160/27,2170089,-37.5891,144.9189,50
1.159.99.192/26,2154496,-38.2598,144.533,50
1.159.100.0/24,2163994,-37.9377,145.0095,50
1.159.101.0/26,2146218,-38.3204,144.3257,100
1.159.101.64/26,2164495,-37.6366,144.8919,20
1.159.101.128/25,2145921,-37.7087,144.8883,50
1.159.102.0/25,2143407,-37.8546,144.9934,50
1.159.102.128/25,2154496,-38.2745,144.4902,50
1.159.103.0/24,2143407,-37.8546,144.9934,50
1.159.104.0/21,2170089,-37.5891,144.9189,50
1.159.112.0/22,2158177,-37.8159,144.9669,50
1.159.116.0/25,2158177,-37.8159,144.9669,50
1.159.116.128/25,2149128,-38.2286,145.1771,50
1.159.117.0/24,2147717,-37.7001,144.7656,100
1.159.118.0/23,2167425,-37.8996,145.4464,50
1.159.120.0/26,2176122,-37.9212,145.0662,100
1.159.120.64/26,2170089,-37.5891,144.9189,100
1.159.120.128/25,2176122,-37.9212,145.0662,100
1.159.121.0/24,2161587,-35.7321,143.9223,100
1.159.122.0/23,2147914,-37.5757,144.7194,100
1.159.124.0/22,2170089,-37.5891,144.9189,100
1.159.128.0/25,2070571,-32.0787,115.9926,50
1.159.128.128/26,2070571,-32.0787,115.9926,50
1.159.128.192/26,8348081,-31.8401,115.8961,50
1.159.129.0/24,2070571,-32.0787,115.9926,50
1.159.130.0/23,2070571,-32.0787,115.9926,50
1.159.132.0/23,2070571,-32.0787,115.9926,50
1.159.134.0/24,2070571,-32.0787,115.9926,50
1.159.135.0/27,2068594,-32.1202,116.0163,50
1.159.135.32/27,2070571,-32.0787,115.9926,50
1.159.135.64/26,2062338,-32.2823,115.7369,50
1.159.135.128/25,2070571,-32.0787,115.9926,50
1.159.136.0/21,2060785,-31.9769,115.7637,50
1.159.144.0/24,2079707,-33.3406,115.6834,100
1.159.145.0/24,8349108,-32.06,115.955,50
1.159.146.0/26,2060785,-31.9769,115.7637,50
1.159.146.64/28,8349108,-32.06,115.955,50
1.159.146.80/28,2063523,-31.9633,115.8608,50
1.159.146.96/27,2063523,-31.9633,115.8608,50
1.159.146.128/25,2063523,-31.9633,115.8608,50
1.159.147.0/24,2063523,-31.9633,115.8608,50
1.159.148.0/22,2068594,-32.1202,116.0163,50
1.159.152.0/24,2065710,-32.0128,115.7622,50
1.159.153.0/25,2065710,-32.0128,115.7622,50
1.159.153.128/26,2065710,-32.0128,115.7622,50
1.159.153.192/26,2067119,-32.5274,115.7294,50
1.159.154.0/25,2065710,-32.0128,115.7622,50
1.159.154.128/26,2070571,-32.0787,115.9926,50
1.159.154.192/26,2065710,-32.0128,115.7622,50
1.159.155.0/24,2065710,-32.0128,115.7622,50
1.159.156.0/22,2065710,-32.0128,115.7622,50
1.159.160.0/23,2073603,-31.994,115.7582,50
1.159.162.0/23,2075432,-33.3115,115.6429,100
1.159.164.0/23,2078904,-31.9855,115.7705,50
1.159.166.0/25,2075432,-33.3115,115.6429,200
1.159.166.128/25,2060785,-31.9769,115.7637,50
1.159.167.0/24,2071223,-32.0537,115.7553,50
1.159.168.0/23,2078904,-31.9855,115.7705,50
1.159.170.0/28,2078904,-31.9855,115.7705,50
1.159.170.16/28,2063523,-31.9633,115.8608,50
1.159.170.32/27,2078313,-33.3165,115.7148,50
1.159.170.64/26,2078904,-31.9855,115.7705,50
1.159.170.128/25,2078904,-31.9855,115.7705,50
1.159.171.0/24,2078904,-31.9855,115.7705,50
1.159.172.0/22,2078904,-31.9855,115.7705,50
1.159.176.0/23,2078904,-31.9855,115.7705,50
1.159.178.0/24,2077963,-35.0297,117.8856,200
